No,KODE (SKU/ID),Nama,Pad Code,Kode Ipos,Satuan,Kategori,Customer,Stock Aman,Stock Minimum,Harga FG,Last Update,User Update,Price Satuan,BOM Kode,Material Kode,Nama Material,Ratio
,KRT03010,SHEET 178 X 157 K200/M125X3/K200 CB/F NETTO,,,PCS,,,0,0,19589,24/01/2026 10:55:06,System,Rp 19.589,,,,
,KRT03011,SHEET 137 X 135 CM K125/M125X4 CB/F BRUTO,,,PCS,,,0,0,10235,24/01/2026 10:55:06,System,Rp 10.235,,,,
,KRT03012,"SHEET 134 X 113,5 CM K200/M125X3/K200 CB/F NETTO",,,PCS,,,0,0,11060,24/01/2026 10:55:06,System,Rp 11.060,,,,
,KRT03013,SHEET 138 X 95 CM K125/M125X4 CB/F BRUTO,,,PCS,,,0,0,7255,24/01/2026 10:55:06,System,Rp 7.255,,,,
,KRT03014,"SHEET 110,5 X 93 CM K200/M125X3/K200 CB/F NETTO",,,PCS,,,0,0,7220,24/01/2026 10:55:06,System,Rp 7.220,,,,
,KRT03015,SHEET 108 X 135 CM K200/M125X3/K200 CB/F BRUTO,,,PCS,,,0,0,10028,24/01/2026 10:55:06,System,Rp 10.028,,,,
,KRT03016,"SIKU KARTON UK. 5X5X0,5 (p=93 CM)",,,PCS,,,0,0,4600,24/01/2026 10:55:06,System,Rp 4.600,,,,
,KRT03017,SIKU KARTON UK 30X30X4x1350mm,,,PCS,,,0,0,3725,24/01/2026 10:55:06,System,Rp 3.725,,,,
,KRT03018,SHEET 156 X 120 CM K150/M125/K125 B/F BRUTO,,,PCS,,,0,0,6680,24/01/2026 10:55:06,System,Rp 6.680,,,,
,KRT03019,SHEET 104 X 140 CM K125/M125/K125 B/F BRUTO,,,PCS,,,0,0,4954,24/01/2026 10:55:06,System,Rp 4.954,,,,
,KRT03020,SHEET 110 X 140 CM K125/M125/K125 B/F BRUTO,,,PCS,,,0,0,5240,24/01/2026 10:55:06,System,Rp 5.240,,,,
,KRT03021,SHEET 158 X 86 CM K200/M125X3/K150 CB/F SCOORE 29.5+27+29.5,,,PCS,,,0,0,9034,24/01/2026 10:55:06,System,Rp 9.034,,,,
,KRT03022,SHEET 166 X 75 CM K125/M125X4 CB/F BRUTO,,,PCS,,,0,0,6890,24/01/2026 10:55:06,System,Rp 6.890,,,,
,KRT03023,SHEET 120 X 95 CM K125/M125X4 CB/F BRUTO,,,PCS,,,0,0,6309,24/01/2026 10:55:06,System,Rp 6.309,,,,
,KRT03024,SHEET 176 X 150 CM K125/M125/K125 B/F BRUTO,,,PCS,,,0,0,8983,24/01/2026 10:55:06,System,Rp 8.983,,,,
,KRT03025,"MULTIGUARD 50, UK 435 X 435 MM",,,PCS,,,0,0,2160,24/01/2026 10:55:06,System,Rp 2.160,,,,
,KRT03026,Box Inner Lapis Duplex Uk. 265x265x210mm,,,PCS,,,0,0,45000,24/01/2026 10:55:06,System,Rp 45.000,,,,
,KRT03027,"SHEET 211,5 X 113 CM K150/M125/K150 C/F SCOORE 86.2+26.8",,,PCS,,,0,0,9664,24/01/2026 10:55:06,System,Rp 9.664,,,,
,KRT03028,SHEET1060 X 113 CM K150/M125/K150 C/F SCOORE 86.2+26.8,,,PCS,,,0,0,2421,24/01/2026 10:55:06,System,Rp 2.421,,,,
,KRT03029,SHEET 224 X 118 CM K150/M125/K150 C/F SCOORE 91.2+26.8,,,PCS,,,0,0,10661,24/01/2026 10:55:06,System,Rp 10.661,,,,
,KRT03030,SHEET 1060 X 118 CM K150/M125/K150 C/F SCOORE 91.2+26.8,,,PCS,,,0,0,2522,24/01/2026 10:55:06,System,Rp 2.522,,,,
,KRT03031,"BOX GARMIN BESAR INNER SIZE 330X200X165MM, Duplex Laminating Gloss + E/F printing 1 warna",,,PCS,,,0,0,28000,24/01/2026 10:55:06,System,Rp 28.000,,,,
,KRT03125,BOX 400X400X600; KMK 150 CB/F,,,PCS,,,0,0,25000,24/01/2026 10:55:06,System,Rp 25.000,,,,
,KRT03133,"HOBBY LOBBY, 9-27 UK 340X290X440 DOUBLE WALL K125/M125X4 SKU 396069",,,EA,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03135,"SHEET 145 X 45,6 CM K125/M125X3/K125 CB/F SCOORE 17.8+10+17.8",,,PCS,,,0,0,3755,24/01/2026 10:55:06,System,Rp 3.755,,,,
,KRT03136,"SHEET 231 X 91,5 CM K200/M125X3/K150 CB/F SCOORE 28+35.5+28",,,PCS,,,0,0,14340,24/01/2026 10:55:06,System,Rp 14.340,,,,
,KRT03137,SHEET 120 X 110 CM K125/M125/K125 C/F NETTO,,,PCS,,,0,0,4797,24/01/2026 10:55:06,System,Rp 4.797,,,,
,KRT03138,"SHEET 208 X 82,4 CM K125/M125/K125 C/F SCOORE 25.7+31+25.7",,,PCS,,,0,0,6025,24/01/2026 10:55:06,System,Rp 6.025,,,,
,KRT03139,SHEET 120 X 120 CM K150/M125/K125 B/F BRUTO,,,PCS,,,0,0,5183,24/01/2026 10:55:06,System,Rp 5.183,,,,
,KRT03140,SHEET 130 X 150 CM K125/M125/K125 B/F BRUTO,,,PCS,,,0,0,6985,24/01/2026 10:55:06,System,Rp 6.985,,,,
,KRT03141,SHEET 160 X 175 CM K150/M125/K125 B/F BRUTO,,,PCS,,,0,0,9991,24/01/2026 10:55:06,System,Rp 9.991,,,,
,KRT03142,SHEET 117 X 110 CM K150/M125/K125 B/F BRUTO,,,PCS,,,0,0,4592,24/01/2026 10:55:06,System,Rp 4.592,,,,
,KRT03143,SHEET 106 X 118 CM K150/M125/K150 C/F SCOORE 91.2+26.8,,,PCS,,,0,0,5045,24/01/2026 10:55:06,System,Rp 5.045,,,,
,KRT03144,"T. KNIFE RADIUS HOLDER (L), MATERIAL SS400",,,PCS,,,0,0,1087750,24/01/2026 10:55:06,System,Rp 1.087.750,,,,
,KRT03145,T. KNIFE HOLDER RADIUS HOLDER (R) MATERIAL SS400,,,PCS,,,0,0,1087750,24/01/2026 10:55:06,System,Rp 1.087.750,,,,
,KRT03146,T. KNIFE RADIUS L MATERIAL SKD11 HARDEN,,,PCS,,,0,0,964250,24/01/2026 10:55:06,System,Rp 964.250,,,,
,KRT03147,"T. KNIFE RADIUS R, MATERIAL SKD 11 HARDEN",,,PCS,,,0,0,964250,24/01/2026 10:55:06,System,Rp 964.250,,,,
,KRT03148,KNIFE HOLDER D.164X64 MATERIAL SS400,,,PCS,,,0,0,1448750,24/01/2026 10:55:06,System,Rp 1.448.750,,,,
,KRT03149,SIKU KARTON 50X50X5X1080MM,,,PCS,,,0,0,5000,24/01/2026 10:55:06,System,Rp 5.000,,,,
,KRT03150,"SHEET 210 X 75,4 CM K125/M125/K125 C/F SCOORE 19.2+37+19.2",,,PCS,,,0,0,5935,24/01/2026 10:55:06,System,Rp 5.935,,,,
,KRT03151,"SHEET 208 X 96,4 CM K125/M125/K125 C/F SCOORE 25.7+45+25.7",,,PCS,,,0,0,7477,24/01/2026 10:55:06,System,Rp 7.477,,,,
,KRT03152,SIKU UK 1000 X 50 X 50 X 10 MM,,,PCS,,,0,0,9180,24/01/2026 10:55:06,System,Rp 9.180,,,,
,KRT03153,SIKU UK 1020 X 50 X 50 X 10 MM,,,PCS,,,0,0,9364,24/01/2026 10:55:06,System,Rp 9.364,,,,
,KRT03154,TINTA BLUE STP NEW,,,PCS,,,0,0,63000,24/01/2026 10:55:06,System,Rp 63.000,,,,
,KRT03156,"COMM, 11-69 UK 390X320X425 DOUBLE WALL K125/M125X4 MESEUM",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03157,"COMM, 11-74 UK 430X390X320 DOUBLE WALL K125/M125X4 HERSHY",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03158,"COMM, 11-72 UK 380X295X275 DOUBLE WALL K125/M125X4 LA MASION",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03159,"RETAIL, 11-73 UK 420X390X285 DOUBLE WALL K125/M125X4 LITLE LUXURIES",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03160,"RETAIL, 12-14 UK 460X295X365 DOUBLE WALL K125/M125X4 GAGE",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03161,"RETAIL, 12-15 UK 460X345X365 DOUBLE WALL K125/M125X4 GAGE",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03162,"RETAIL, 11-76 UK 340X285X350 DOUBLE WALL K125/M125X4 PRIME BBQ",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03163,"COMM, 11-68 UK 390X280X480 DOUBLE WALL K125/M125X4 MESEUM",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03164,"COMM, 11-75 UK 615X220X420 DOUBLE WALL K125/M125X4 HERSHY",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03165,"COMM, 12-30 UK 435X270X660 DOUBLE WALL K125/M125X4 UPLAND NY",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03166,"COMM, 11-65 TB UK 525X435X335 DOUBLE WALL K125/M125X4 ALL'ANTICOVINAIO",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03167,"RETAIL, 12-17 UK 435X435X420 DOUBLE WALL K125/M125X4 CHARLOTTLES",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03168,BOX FLAVOR BOK RAMADHAN UK. 290X260X70,,,PCS,,,0,0,4300,24/01/2026 10:55:06,System,Rp 4.300,,,,
,KRT03169,BOX PARTY PACK PACK RAMADHAN UK 308 X 120 X 261,,,PCS,,,0,0,4970,24/01/2026 10:55:06,System,Rp 4.970,,,,
,KRT03170,SHEET 129 X 195 CM M110X3 B/F NETTO,,,PCS,,,0,0,6937,24/01/2026 10:55:06,System,Rp 6.937,,,,
,KRT03172,SHEET 130 X 125 CM K125/M125/K125 B/F BRUTO,,,PCS,,,0,0,5630,24/01/2026 10:55:06,System,Rp 5.630,,,,
,KRT03173,Carton Single Face M150x2 B/F Uk.160 cm,,,KG,,,0,0,7500,24/01/2026 10:55:06,System,Rp 7.500,,,,
,KRT03174,LAYER POLOS ART CARTON+LAMINATING GLOSS 2 SISI UK 430X430MM,,,PCS,,,0,0,2850,24/01/2026 10:55:06,System,Rp 2.850,,,,
,KRT03175,SHEET 42 X 52 CM M125/WK150 E/F NETTO,,,PCS,,,0,0,1030,24/01/2026 10:55:06,System,Rp 1.030,,,,
,KRT03176,"MASTERBOX PIRING 8"" CEPER (UK 43X43X27 CM)",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03177,K150/M125/K150 CF BROWN UK 75TX260X550,,,SHEET,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03178,CARTON SINGLE FACE M125X2 B/F,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03179,"MASTER BOX MUG HARUKA LARGE 550 ML (UK.54X45,5X35,5 CM)",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03180,KARTON BOX POLOS - STI,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03181,BOX KARDUS 56X37X46 CM 150 CF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03182,"COMM, 1-69 UK 385X270X580 DOUBLE WALL K125/M125X4 WEBERS INN",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03183,"COMM, 1-70 UK 460X350X440 DOUBLE WALL K125/M125X4 WEBERS INN",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03187,LAYER W18 520X260 MM - LAYER W18,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03189,(PARTISI W182) PARTISI W18 (2 HOLE) 520X260X225,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03191,PARTISI W6 (3 HOLE) 370X220X125 - PARTISI W6 3 HOLE,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03192,SHEET 162 X 110 CM K125/M125/K125 B/F BRUTO,,,PCS,,,0,0,6431,24/01/2026 10:55:06,System,Rp 6.431,,,,
,KRT03193,"COMM, 1-19 UK 420X385X320 DOUBLE WALL K125/M125X4 COCOON VERDE",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03194,"COMM, 1-20 UK 465X435X425 DOUBLE WALL K125/M125X4 COCOON VERDE",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03195,"COMM, 1-21 UK 320X220X320 DOUBLE WALL K125/M125X4 BARBUZZO",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03196,"COMM, 1-23 UK 435X270X690 DOUBLE WALL K125/M125X4 SICILIAN PIZZA",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03197,"COMM, 1-28 UK 435X270X670 DOUBLE WALL K125/M125X4 BUDDAKAN",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03198,"COMM, 1-29 UK 435X270X670 DOUBLE WALL K125/M125X4 LE DIPLOMAT",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03199,"COMM, 1-30 UK 435X270X670 DOUBLE WALL K125/M125X4 DANDELION 10""",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03200,"COMM, 1-46 UK 380X255X525 DOUBLE WALL K125/M125X4 RESCUE SPA",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03201,"COMM, 1-47 UK 355X250X460 DOUBLE WALL K125/M125X4 JETT THOMPSOM",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03202,"COMM, 1-48 UK 545X205X625 DOUBLE WALL K125/M125X4 JETT THOMPSOM",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03203,"COMM, 1-51 UK 435X270X670 DOUBLE WALL K125/M125X4 OLDAYS COFFEE",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03204,"RETAIL, 1-49 UK 445X345X390 DOUBLE WALL K125/M125X4 MISSISSIPPI RIVER",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03205,"RETAIL, 1-50 UK 385X210X690 DOUBLE WALL K125/M125X4 MANGIA",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03206,STICKER SEALWARE ELSA L & XL (UK.17X7 CM),,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03207,"DUS GANTUNGAN CANDY WARNA UK. 58X33,5X65,5 CM",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03210,MASTER BOX TEMPAT BUMBU YUMI UK 32X33X44 CM,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03211,INNER BOX TEMPAT BUMBU YUMI,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03212,"RETAIL, 1-22 UK 430X385X290 DOUBLE WALL K125/M125X4 RIVALS",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03213,"RETAIL, 1-24 UK 350X215X300 DOUBLE WALL K125/M125X4 SWANK 5.5",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03214,"RETAIL, 1-25 UK 340X310X425 DOUBLE WALL K125/M125X4 SWANK 8",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03215,"RETAIL, 1-26 UK 350X310X350 DOUBLE WALL K125/M125X4 SWANK 13",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03216,"RETAIL, 1-27 UK 360X330X425 DOUBLE WALL K125/M125X4 SWANK 16",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03217,INNER BOX TEMPAT BUMBU YUMI,,,PCS,,,0,0,12000,24/01/2026 10:55:06,System,Rp 12.000,,,,
,KRT03218,SHEET 105 X 90 CM K125/M125X4 CB/F BRUTO,,,PCS,,,0,0,5546,24/01/2026 10:55:06,System,Rp 5.546,,,,
,KRT03219,SIKU UK 50X50X5X850 MM,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03220,SIKU UK 50X50X5X1060 MM,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03221,K150/M125/K150 CF BROWN UK 87TX294X414,,,SHEET,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03222,BOX POLOS UK 41X38X14CM CBF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03223,"BOX POLOS UK 41,5X32X21CM CBF",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03224,"BOX POLOS UK 47,5X26,5X24CM CBF",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03225,BOX POLOS UK 34X33X32CM CBF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03226,"BOX POLOS UK 35,5X27,5X25,5CM CBF",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03227,"BOX POLOS UK 31,5X24X35,8CM CBF",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03228,"BOX POLOS UK 34X25,5X18,5CM CBF",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03229,BOX POLOS UK 31X29X22CM CBF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03230,"BOX POLOS UK 36,5X28X25CM CBF",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03231,"BOX POLOS UK 38X21,5X21,5CM CBF",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03232,"BOX POLOS UK 38X24,5X24,5CM CBF",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03233,"BOX POLOS UK 41,5X22,5X21CM CBF",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03234,"BOX POLOS UK 41,5X22X21CM CBF",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03235,"BOX POLOS UK 38X21,5X21,5CM CBF",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03236,"BOX POLOS UK 38X24,5X24,5CM CBF",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03237,SHEET 151 X 43 CM K125/M125X3/K125 CB/F SCOORE 11+21+11,,,PCS,,,0,0,3899,24/01/2026 10:55:06,System,Rp 3.899,,,,
,KRT03238,SHEET 153 X 105 M125X3 B/F BRUTO,,,PCS,,,0,0,5473,24/01/2026 10:55:06,System,Rp 5.473,,,,
,KRT03239,BOX POLOS PUTIH DIECUT UK 480X410X410 K125/M125/K125 CF,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03241,LAYER PARTISI 026,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03242,"RETAIL, 1-57 UK 460X270X550 DOUBLE WALL K125/M125X4 ADVENTURES",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03243,"COMM, 1-58 LA UK 445X260X330 DOUBLE WALL K125/M125X4 KAZUNORI",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03244,"COMM, 1-58 NY UK 445X260X330 DOUBLE WALL K125/M125X4 KAZUNORI",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03245,"COMM, 1-59 LA UK 410X225X380 DOUBLE WALL K125/M125X4 SUGARFISH",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03246,"COMM,1-60 UK 450x390x290 DOUBLE WALL K125/M125X4 DOMINIQUE",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03247,"COMM, 1-61 UK 530X360X275 DOUBLE WALL K125/M125X4 BORROMINI",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03248,"COMM, 1-62 UK 385X225X580 DOUBLE WALL K125/M125X4 BIVOUAC",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03249,"COMM, 1-63 UK 465X425X350 DOUBLE WALL K125/M125X4 BIVOUAC",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03250,LAYER TEMPAT BUMBU YUMI,,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03251,MASTER BOX PRASMANAN SAPPHIRE OVAL PO-1700 (UK. 62X60X38 CM),,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03252,"MASTER BOX PRASMANAN SAPPHIRE OVAL PO-2900 (UK.62X60X54,5 CM)",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03253,SHEET 86 X 90 CM  K125/M125X4 CB/F BRUTO,,,PCS,,,0,0,4543,24/01/2026 10:55:06,System,Rp 4.543,,,,
,KRT03254,SHEET 96 X 90 CM K125/M125X4 CB/F BRUTO,,,PCS,,,0,0,5071,24/01/2026 10:55:06,System,Rp 5.071,,,,
,KRT03255,SHEET 87 X 75 CM K125/M125X4 CB/F BRUTO,,,PCS,,,0,0,3829,24/01/2026 10:55:06,System,Rp 3.829,,,,
,KRT03256,SHEET 120 X 110 CM K125/M125X4 CB/F BRUTO,,,PCS,,,0,0,9015,24/01/2026 10:55:06,System,Rp 9.015,,,,
,KRT03257,SHEET 133 X 110 CM K125/M125X4 CB/F BRUTO,,,PCS,,,0,0,8587,24/01/2026 10:55:06,System,Rp 8.587,,,,
,KRT03258,"SHEET 145 X 59,6 CM K125/M125X4 CB/F SCOORE 13,3+33+13,3",,,PCS,,,0,0,5212,24/01/2026 10:55:06,System,Rp 5.212,,,,
,KRT03259,"SHEET 131 X 61,2 CM K125/M125X4 CB/F SCOORE 11,6+38+11,6",,,PCS,,,0,0,4805,24/01/2026 10:55:06,System,Rp 4.805,,,,
,KRT03260,"SHEET 172 X 68,6 CM K125/M125X4 CB/F SCOORE 19,8+29+19,8",,,PCS,,,0,0,7067,24/01/2026 10:55:06,System,Rp 7.067,,,,
,KRT03261,"SHEET 182 X 64,1 CM K125/M125X4 CB/F SCOORE 18,3+27,5+18,3",,,PCS,,,0,0,6043,24/01/2026 10:55:06,System,Rp 6.043,,,,
,KRT03263,"MASTERBOX BOTOL REIKA 1000 ML (UK 46X32X51,6 CM)",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03264,MASTERBOX BOTOL REIKA 800 ML (UK 45X30X49 CM),,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03265,MASTERBOX BOTOL REIKA 600 ML (UK 45X45X39 CM),,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03266,MASTERBOX SEALWARE SNAPY CONTAINER S (UK 45X36X33 CM),,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03267,MASTERBOX SEALWARE SNAPY CONTAINER M (UK 54X27X39 CM),,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03268,"MASTERBOX SEALWARE SNAPY CONTAINER L (UK 54X36X30,5 CM)",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03269,"MASTERBOX SEALWARE HANA SET (UK. 73,05X54X47 CM)",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03270,SHEET 92 X 170 CM WK150/M125X2 B/F BRUTO,,,PCS,,,0,0,6599,24/01/2026 10:55:06,System,Rp 6.599,,,,
,KRT03271,SHEET 42 X 52 CM M125/WK150 E/F NETTO,,,PCS,,,0,0,1030,24/01/2026 10:55:06,System,Rp 1.030,,,,
,KRT03272,SHEET 180 X 110 CM WK150/M125X2 B/F BRUTO,,,PCS,,,0,0,8116,24/01/2026 10:55:06,System,Rp 8.116,,,,
,KRT03273,"MASTERBOX BOTOL AIR MINUM BRIZZ 1000 ML (UK.48X32X51,6 CM)",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03274,MASTERBOX BOTOL AIR MINUM BRIZZ 800 ML (UK. 45X45X49 CM),,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03275,"MASTERBOX BOTOL AIR MINUM BRIZZ 600 ML (UK. 30X22,5X39 CM)",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03277,LINER ( BELUM KUPAS ),,,SET,,,0,0,2500,24/01/2026 10:55:06,System,Rp 2.500,,,,
,KRT03279,LINER FLAVOR,,,PCS,,,0,0,1000,24/01/2026 10:55:06,System,Rp 1.000,,,,
,KRT03280,SHEET WK 89 X 85,,,PCS,,,0,0,3720,24/01/2026 10:55:06,System,Rp 3.720,,,,
,KRT03281,"RETAIL, 1-66 UK 430X390X430 DOUBLE WALL K125/M125X4 ACQUIRE",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03282,"RETAIL, 1-67 UK 460X270X640 DOUBLE WALL K125/M125X4 ACQUIRE",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03283,"RETAIL, 1-68 UK 435X420X500 DOUBLE WALL K125/M125X4 ACQUIRE",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03284,"COMM, 1-71 LA UK 590X360X275 DOUBLE WALL K125/M125X4 CLIC",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03285,"COMM, 1-72 LA UK 590X360X275 DOUBLE WALL K125/M125X4 CLIC",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03286,"COMM, 1-73 LA UK 510X410X375 DOUBLE WALL K125/M125X4 CLIC",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03287,"COMM, 1-74 LA UK 555X230X630 DOUBLE WALL K125/M125X4 CLIC",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03288,"COMM, 1-71 NY UK 590X360X275 DOUBLE WALL K125/M125X4 CLIC",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03289,"COMM, 1-72 NY UK 590X360X275 DOUBLE WALL K125/M125X4 CLIC",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
,KRT03290,"COMM, 1-75 UK 510X410X375 DOUBLE WALL K125/M125X4 CLIC",,,PCS,,,0,0,0,24/01/2026 10:55:06,System,Rp 0,,,,
