
,,,,,LAPORAN PESANAN PENJUALAN DETAIL,,,,,,,,,,,,,,,,PERIODE : 01/01/26 - 28/02/26


,,,,,INSPIRASI MEDIA KREATIF

,,,,,JL. TUKAD BATANGHARI XI NO 2

,,,,,0361-4783465

,,,,,AC : 129-00-1116726-5 



,No Transaksi,,,,,,Tanggal,,,Dept.,,Kode Pel.




,1,TRM1204,,,,,"DEMPUL, SAN POLAC (COPRSU053N)",,,,,,,8.00,,,8.00,,PAIL,,,,,"209,250.00",0.00,,,,"1,674,000.00"



,,,,,,,,,,,,,,8.00,,,,,,,,,,,,,,,"1,674,000.00"

,Pot. :,,0.00,,,,,,,,,,,,Biaya :,,,0.00,,,,,,,,,,"1,858,140.00"
,,,,,,,,Pajak :,,,"184,140.00",,,,,,,,,,,,Total Akhir :



,NST/PO/TLJP/2026-001,,,,,,1/12/2026,,,SALE,,PL0141


,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT04920,,,,,PAPER REEL 330,,,,,,,"2,000.00",,,"2,000.00",,PCS,,,,,"1,000.00",0.00,,,,"2,000,000.00"
,2,KRT05025,,,,,PAPER REEL 360,,,,,,,"1,000.00",,,"1,000.00",,PCS,,,,,"1,150.00",0.00,,,,"1,150,000.00"
,3,KRT04921,,,,,PAPER REEL 370,,,,,,,"2,000.00",,,"2,000.00",,PCS,,,,,"1,260.00",0.00,,,,"2,520,000.00"
,4,KRT04922,,,,,PAPER REEL 380,,,,,,,"2,000.00",,,"2,000.00",,PCS,,,,,"1,350.00",0.00,,,,"2,700,000.00"


,,,,,,,,,,,,,,"7,000.00",,,,,,,,,,,,,,,"8,370,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"920,700.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"9,290,700.00"



,2620037,,,,,,1/12/2026,,,SALE,,PL0052

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT01420,,,,,CARTON BOX NECK FUEL FILLER QX 810X140X320MM (K150/M125/K150 C/F),,,,,,,100.00,,,100.00,,PC,,,,,"12,650.00",0.00,,,,"1,265,000.00"

,2,KRT03549,,,,,CARTON BOX FRONT END QX 1500X630X420 MM K150/M125/K150 C/F,,,,,,,100.00,,,100.00,,PCS,,,,,"51,458.00",0.00,,,,"5,145,800.00"



,,,,,,,,,,,,,,200.00,,,,,,,,,,,,,,,"6,410,800.00"

,Pot. :,,0.00,,,,,Pajak :,,,"705,188.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"7,115,988.00"



,28045/TLJ/VGP/I/26,,,,,,1/13/2026,,,SALE,,PL0013

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT01007,,,,,SIKU KARTON UK. 5X5X0.5CM (P=110CM),,,,,,,"2,000.00",,,0.00,,PCS,,,,,"6,353.00",0.00,,,,"12,706,000.00"

,2,KRT01008,,,,,SIKU KARTON UK. 5X5X0.5CM (P=85CM),,,,,,,400.00,,,0.00,,PCS,,,,,"4,935.00",0.00,,,,"1,974,000.00"

,3,KRT01003,,,,,SIKU KARTON 5X5X0.5 (P= 106 CM),,,,,,,500.00,,,500.00,,PCS,,,,,"6,143.00",0.00,,,,"3,071,500.00"
,4,KRT01009,,,,,SIKU KARTON UK. 5X5X0.5CM (P=96CM),,,,,,,300.00,,,300.00,,PCS,,,,,"5,563.00",0.00,,,,"1,668,900.00"

,5,KRT00472,,,,,PARTISI UK 640X440X45 K150/M125/K150 C/F,,,,,,,100.00,,,0.00,,PCS,,,,,"5,653.00",0.00,,,,"565,300.00"

,6,KRT00145,,,,,CARTON BOX 700X400X240MM K150/M125/K150 CF BKA,,,,,,,100.00,,,0.00,,PCS,,,,,"15,500.00",0.00,,,,"1,550,000.00"

,7,KRT00475,,,,,PARTISI B02 690X390X105MM K125/M125X4 CBF BKA,,,,,,,200.00,,,0.00,,PCS,,,,,"11,500.00",0.00,,,,"2,300,000.00"

,8,KRT02925,,,,,BOX 700X400X200 MM K150/M125/K200 C/F K200/M125X3/K150 CBF + K200/M125/K200 CF,,,,,,,300.00,,,300.00,,PCS,,,,,"13,300.00",0.00,,,,"3,990,000.00"

,9,KRT02922,,,,,PARTISI 690X390X190MM K150/M125X3/K150 CBF (DOUBLE WOOL),,,,,,,500.00,,,0.00,,PCS,,,,,"13,900.00",0.00,,,,"6,950,000.00"

,10,KRT02923,,,,,LAYER 690X390 MM M125/M125/125 BF + LAPIS PE FOAM T5MM,,,,,,,300.00,,,300.00,,PCS,,,,,"14,200.00",0.00,,,,"4,260,000.00"

,11,KRT02924,,,,,LAYER 690X390MM M125/M125/M125 BF TANPA PE FOAM,,,,,,,"1,500.00",,,0.00,,PCS,,,,,"1,900.00",0.00,,,,"2,850,000.00"

,12,KRT03841,,,,,PARTISI BLS CF,,,,,,,100.00,,,0.00,,PCS,,,,,"8,290.00",0.00,,,,"829,000.00"
,13,KRT03842,,,,,PARTISI STANDAR PAKING PCB ASSY K84 K150/M125/K150 BF,,,,,,,100.00,,,0.00,,PCS,,,,,"13,780.00",0.00,,,,"1,378,000.00"



,,,,,,,,,,,,,,"6,400.00",,,,,,,,,,,,,,,"44,092,700.00"

,Pot. :,,0.00,,,,,Pajak :,,,"4,850,197.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"48,942,897.00"



,PO-L-20260100071,,,,,,1/13/2026,,,SALE,,PL0126

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM2265,,,,,"STICKER LASA A4 @170 PCS (2,5 X 1,3CM)",,,,,,,10.00,,,10.00,,LBR,,,,,"35,000.00",0.00,,,,"350,000.00"

,2,TRM3294,,,,,STICKER ENCERKAN A4 @170 PCS (1.3 X 2.5 CM),,,,,,,10.00,,,10.00,,LBR,,,,,"35,000.00",0.00,,,,"350,000.00"



,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,"700,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"77,000.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"777,000.00"



,PL2600119,,,,,,1/13/2026,,,SALE,,TR7

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM4474,,,,,FS-500H PLASTIC FILM SEALER,,,,,,,1.00,,,1.00,,PCS,,,,,"1,901,200.00",0.00,,,,"1,901,200.00"


,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,"1,901,200.00"

,Pot. :,,0.00,,,,,Pajak :,,,"209,132.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"2,110,332.00"



,DHT-2026.01.395,,,,,,1/13/2026,,,SALE,,PL0054

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,IMP3889,,,,,PARTISI B74 GBWT 40 HOLES UK 290 x 290 x  70MM,,,,,,,200.00,,,200.00,,PCS,,,,,"74,000.00",0.00,,,,"14,800,000.00"



,,,,,,,,,,,,,,200.00,,,,,,,,,,,,,,,"14,800,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"1,628,000.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"16,428,000.00"



,SA26011 MM,,,,,,1/13/2026,,,SALE,,PL0072

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM0172,,,,,KARET GELANG BESAR,,,,,,,10.00,,,10.00,,PCS,,,,,"113,850.00",0.00,,,,"1,138,500.00"


,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,"1,138,500.00"

,Pot. :,,0.00,,,,,Pajak :,,,"125,235.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"1,263,735.00"



,KIPO26010118,,,,,,1/14/2026,,,SALE,,TR13

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM0002,,,,,ACETONE (20LTR/TIN) (NB156),,,,,,,4.00,,,4.00,,TIN,,,,,"546,000.00",0.00,,,,"2,184,000.00"
,2,TRM0001,,,,,ALCOHOL 100% (NB155),,,,,,,1.00,,,1.00,,TIN,,,,,"555,000.00",0.00,,,,"555,000.00"


,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,"2,739,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"301,290.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"3,040,290.00"



,PO/KBP26-00057,,,,,,1/14/2026,,,SALE,,PL0112

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT03902,,,,,BOX KLOSET JONGKOK ISI 3 EVOGLO (BBP-BOX-SX EVG),,,,,,,500.00,,,500.00,,PCS,,,,,"24,960.00",0.00,,,,"12,480,000.00"



,,,,,,,,,,,,,,500.00,,,,,,,,,,,,,,,"12,480,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"1,372,800.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"13,852,800.00"



,GBU/PO/C/01/2026/00025,,,,,,1/14/2026,,,SALE,,PL0087


,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT01307,,,,,"DUS BASKOM SEGI RUBY L 16"" (BB-006) 66X35X45 CM",,,,,,,50.00,,,50.00,,PCS,,,,,"20,850.00",0.00,,,,"1,042,500.00"

,2,KRT00259,,,,,DUS CUTLERY HOLDER CLARA UK 66.5X41X39CM,,,,,,,100.00,,,100.00,,PCS,,,,,"22,460.00",0.00,,,,"2,246,000.00"

,3,KRT04023,,,,,MASTER BOX TEMPAT BUMBU ELENA (UK 77X35.5X46 CM),,,,,,,75.00,,,75.00,,PCS,,,,,"21,621.62",0.00,,,,"1,621,621.50"

,4,KRT00261,,,,,DUS GELAS KRISTAL DALLAS M (NEW) 48.5X39X36CM,,,,,,,50.00,,,50.00,,PCS,,,,,"17,000.00",0.00,,,,"850,000.00"



,,,,,,,,,,,,,,275.00,,,,,,,,,,,,,,,"5,760,121.50"

,Pot. :,,0.00,,,,,Pajak :,,,"633,613.36",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"6,393,734.86"



,PO-000004089,,,,,,1/14/2026,,,SALE,,PL0097

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM1580,,,,,PLASTIK SAMPAH 90x120,,,,,,,150.00,,,150.00,,PCK,,,,,"15,000.00",0.00,,,,"2,250,000.00"
,2,TRM1799,,,,,THERMAL PAPER ROLL 80X140,,,,,,,20.00,,,20.00,,ROL,,,,,"77,000.00",0.00,,,,"1,540,000.00"
,3,TRM1715,,,,,SARUNG TANGAN KAIN KASAR,,,,,,,50.00,,,50.00,,PCK,,,,,"35,000.00",0.00,,,,"1,750,000.00"
,4,TRM1581,,,,,KARUNG PLASTIK POLOS 60X90,,,,,,,500.00,,,500.00,,PCS,,,,,"2,500.00",0.00,,,,"1,250,000.00"


,,,,,,,,,,,,,,720.00,,,,,,,,,,,,,,,"6,790,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"746,900.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"7,536,900.00"



,PO-000004079,,,,,,1/14/2026,,,SALE,,PL0097

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM3217,,,,,LAMPU PHILIPS LED PANEL 40W,,,,,,,4.00,,,4.00,,PCS,,,,,"882,000.00",0.00,,,,"3,528,000.00"
,2,TRM3216,,,,,DRIVER LAMPU LED PANEL,,,,,,,5.00,,,5.00,,PCS,,,,,"350,000.00",0.00,,,,"1,750,000.00"


,,,,,,,,,,,,,,9.00,,,,,,,,,,,,,,,"5,278,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"580,580.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"5,858,580.00"



,PO-000004114,,,,,,1/14/2026,,,SALE,,PL0097

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM4482,,,,,FILTER INNOVTECH 50 MICRON ABSOLUTE,,,,,,,10.00,,,10.00,,PCS,,,,,"656,250.00",0.00,,,,"6,562,500.00"



,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,"6,562,500.00"

,Pot. :,,0.00,,,,,Pajak :,,,"721,875.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"7,284,375.00"



,C90869,,,,,,1/14/2026,,,SALE,,PL0023

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT00174,,,,,CARTON BOX CB 24-E (K3110-0012),,,,,,,340.00,,,340.00,,PCS,,,,,"3,734.00",0.00,,,,"1,269,560.00"
,2,KRT00175,,,,,CARTON BOX CB 25-D (K3110-0011),,,,,,,100.00,,,100.00,,PCS,,,,,"2,222.00",0.00,,,,"222,200.00"
,3,KRT00391,,,,,LAYER UK 1065X340X5 (K3140-0020),,,,,,,"2,200.00",,,"2,200.00",,PCS,,,,,"3,663.00",0.00,,,,"8,058,600.00"
,4,KRT02700,,,,,LAYER 1060X370X5 (K3140-0047),,,,,,,"2,000.00",,,"2,000.00",,PCS,,,,,"3,651.00",0.00,,,,"7,302,000.00"
,5,KRT04027,,,,,BIG CARTON BOX LX230 STD (NEW COM.SYMBOL) (K3120-0033),,,,,,,8.00,,,8.00,,PCS,,,,,"53,750.00",0.00,,,,"430,000.00"



,,,,,,,,,,,,,,"4,648.00",,,,,,,,,,,,,,,"17,282,360.00"

,Pot. :,,0.00,,,,,Pajak :,,,"1,901,059.60",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"19,183,419.60"



,CTP/PO/000021733,,,,,,1/14/2026,,,SALE,,PL0073

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM2452,,,,,SUSU ULTRA UK 125 ML PLAIN,,,,,,,"3,000.00",,,"3,000.00",,PCS,,,,,"3,200.00",0.00,,,,"9,600,000.00"


,,,,,,,,,,,,,,"3,000.00",,,,,,,,,,,,,,,"9,600,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"1,056,000.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"10,656,000.00"



,TLJ/26-0002,,,,,,1/15/2026,,,SALE,,PL0053

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT00228,,,,,CARTON BOX DH 5 POLOS 820X450X680 MM K125/M125/K125 C/F,,,,,,,200.00,,,200.00,,EA,,,,,"22,700.00",0.00,,,,"4,540,000.00"



,,,,,,,,,,,,,,200.00,,,,,,,,,,,,,,,"4,540,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"499,400.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"5,039,400.00"



,PO20260100092,,,,,,1/15/2026,,,SALE,,PL0134

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT03489,,,,,KARTON BOX W20 690X400X420 - BOX W20,,,,,,,17.00,,,17.00,,PCS,,,,,"18,200.00",0.00,,,,"309,400.00"

,2,KRT02718,,,,,BOX W18 S W 547X269X223 - BOX W18,,,,,,,114.00,,,114.00,,PCS,,,,,"5,300.00",0.00,,,,"604,200.00"

,3,KRT03184,,,,,BOX W1 S W 479X285X217 - BOX W1,,,,,,,112.00,,,112.00,,PCS,,,,,"5,200.00",0.00,,,,"582,400.00"
,4,KRT03394,,,,,BOX CARTON W2 UK. 790X270X145MM - BOX W2,,,,,,,48.00,,,48.00,,PCS,,,,,"5,300.00",0.00,,,,"254,400.00"

,5,KRT02719,,,,,BOX W6 S W 370X220X130 - BOX W6,,,,,,,200.00,,,200.00,,PCS,,,,,"4,000.00",0.00,,,,"800,000.00"
,6,KRT03188,,,,,LAYER W20 650X380MM - LAYER W20,,,,,,,33.00,,,33.00,,PCS,,,,,"2,400.00",0.00,,,,"79,200.00"

,7,KRT03187,,,,,LAYER W18 520X260 MM - LAYER W18,,,,,,,218.00,,,218.00,,PCS,,,,,"1,400.00",0.00,,,,"305,200.00"

,8,KRT03185,,,,,LAYER W1 460X270 - LAYER W1,,,,,,,462.00,,,462.00,,PCS,,,,,"1,200.00",0.00,,,,"554,400.00"
,9,KRT03186,,,,,LAYER W6 370X220 - LAYER W6,,,,,,,400.00,,,400.00,,PCS,,,,,"1,000.00",0.00,,,,"400,000.00"
,10,KRT03490,,,,,PARTISI W20 (9 HOLE) 650X280X400 - PARTISI 20 9 HOLE,,,,,,,3.00,,,3.00,,SET,,,,,"13,400.00",0.00,,,,"40,200.00"

,11,KRT03190,,,,,PARTISI W18 (8 HOLE) 520X260X225 - PARTISI W18 8 HOLE,,,,,,,205.00,,,205.00,,PCS,,,,,"2,500.00",0.00,,,,"512,500.00"

,12,KRT03307,,,,,PARTISI W18 (3 HOLE) 520X260X225 - PARTISI W18 3 HOLE,,,,,,,33.00,,,33.00,,PCS,,,,,"2,500.00",0.00,,,,"82,500.00"

,13,KRT03189,,,,,(PARTISI W182) PARTISI W18 (2 HOLE) 520X260X225,,,,,,,41.00,,,41.00,,PCS,,,,,"3,800.00",0.00,,,,"155,800.00"

,14,KRT03191,,,,,PARTISI W6 (3 HOLE) 370X220X125 - PARTISI W6 3 HOLE,,,,,,,48.00,,,48.00,,PCS,,,,,"2,800.00",0.00,,,,"134,400.00"

,15,KRT03492,,,,,PARTISI W2 3 HOLE 500X250X125 - PARTISI W2 3 HOLE,,,,,,,48.00,,,48.00,,PCS,,,,,"3,800.00",0.00,,,,"182,400.00"



,,,,,,,,,,,,,,"1,982.00",,,,,,,,,,,,,,,"4,997,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"549,670.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"5,546,670.00"



,GBU/PO/C/01/2026/00039,,,,,,1/15/2026,,,SALE,,PL0087


,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT03581,,,,,DUS LUNCH BOX MILANO UK 75.5X63.5X29 CM,,,,,,,100.00,,,100.00,,PCS,,,,,"23,460.00",0.00,,,,"2,346,000.00"

,2,KRT03927,,,,,DUS SEALWARE ALISYA M 1200ML UK 72X35X50 CM,,,,,,,100.00,,,100.00,,PCS,,,,,"23,000.00",0.00,,,,"2,300,000.00"

,3,KRT04917,,,,,"DUS SEALWARE ALISYA S 950ML UK 53,5X53,5X66 CM",,,,,,,100.00,,,100.00,,PCS,,,,,"31,990.00",0.00,,,,"3,199,000.00"

,4,KRT01318,,,,,DUS SEALWARE BAHAMA S (SW 17S) 78X73.5X48.5 CM,,,,,,,100.00,,,100.00,,PCS,,,,,"15,766.00",0.00,,,,"1,576,600.00"

,5,KRT03396,,,,,MASTER BOX SEALWARE BOWL KALISYA L (UK 54X54X41 CM),,,,,,,100.00,,,100.00,,PCS,,,,,"23,300.00",0.00,,,,"2,330,000.00"

,6,KRT02163,,,,,"MASTER BOX SEALWARE BOWL, KALISYA M (UK. 71,6X36X48 CM)",,,,,,,100.00,,,100.00,,PCS,,,,,"23,681.00",0.00,,,,"2,368,100.00"

,7,KRT04914,,,,,DUS SEALWARE ELIPSE S (SW 075) UK 78X55X47 CM,,,,,,,100.00,,,100.00,,PCS,,,,,"28,850.85",0.00,,,,"2,885,085.00"

,8,KRT03418,,,,,"DUS SEALWARE ELSA S (69,5X69,5X47,5 CM)",,,,,,,100.00,,,100.00,,PCS,,,,,"34,900.00",0.00,,,,"3,490,000.00"

,9,KRT01823,,,,,"DUS SEALWARE ELSA XL (69,5X52X67 CM)",,,,,,,100.00,,,100.00,,PCS,,,,,"31,626.00",0.00,,,,"3,162,600.00"

,10,KRT03422,,,,,"MASTER BOX SEALWARE SWEETY L (UK 69,5X51X57,5 CM)",,,,,,,75.00,,,75.00,,PCS,,,,,"27,160.00",0.00,,,,"2,037,000.00"

,11,KRT03417,,,,,"MASTER BOX SEALWARE SWEETY M (UK 69,5X34,5X83,5 CM)",,,,,,,75.00,,,75.00,,PCS,,,,,"26,500.00",0.00,,,,"1,987,500.00"



,,,,,,,,,,,,,,"1,050.00",,,,,,,,,,,,,,,"27,681,885.00"

,Pot. :,,0.00,,,,,Pajak :,,,"3,045,007.35",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"30,726,892.35"



,C90933,,,,,,1/15/2026,,,SALE,,PL0023

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT00174,,,,,CARTON BOX CB 24-E (K3110-0012),,,,,,,"1,150.00",,,700.00,,PCS,,,,,"3,734.00",0.00,,,,"4,294,100.00"
,2,KRT00175,,,,,CARTON BOX CB 25-D (K3110-0011),,,,,,,260.00,,,260.00,,PCS,,,,,"2,222.00",0.00,,,,"577,720.00"
,3,KRT00177,,,,,CARTON BOX CB 32-B (K3110-0004),,,,,,,70.00,,,0.00,,PCS,,,,,"9,512.00",0.00,,,,"665,840.00"
,4,KRT00179,,,,,CARTON BOX CB 34-D (K3110-0009),,,,,,,120.00,,,120.00,,PCS,,,,,"6,489.00",0.00,,,,"778,680.00"
,5,KRT00434,,,,,MASTERBOX M-04 COMMUNICATION SYMBOL (K3110-0060),,,,,,,145.00,,,44.00,,PCS,,,,,"54,949.00",0.00,,,,"7,967,605.00"

,6,KRT00391,,,,,LAYER UK 1065X340X5 (K3140-0020),,,,,,,"5,370.00",,,"3,020.00",,PCS,,,,,"3,663.00",0.00,,,,"19,670,310.00"
,7,KRT00436,,,,,MASTERBOX Z-03 COMMUNICATION SYMBOL (K3110-0063),,,,,,,120.00,,,120.00,,PCS,,,,,"71,478.00",0.00,,,,"8,577,360.00"

,8,KRT02700,,,,,LAYER 1060X370X5 (K3140-0047),,,,,,,"4,000.00",,,"3,500.00",,PCS,,,,,"3,651.00",0.00,,,,"14,604,000.00"
,9,KRT01002,,,,,SIKU CARTON 7X7 CM (K3150-0003),,,,,,,"1,059.00",,,"1,059.00",,PCS,,,,,605.00,0.00,,,,"640,695.00"
,10,KRT04174,,,,,PARTISI SEAT ASSY FRONT LE500 PACKING (K9970-0009),,,,,,,102.00,,,102.00,,PCS,,,,,"76,665.00",0.00,,,,"7,819,830.00"

,11,KRT04175,,,,,PARTISI SEAT ASSY REAR LE500 PACKING (K9970-0010),,,,,,,51.00,,,51.00,,PCS,,,,,"42,617.00",0.00,,,,"2,173,467.00"



,,,,,,,,,,,,,,"12,447.00",,,,,,,,,,,,,,,"67,769,607.00"

,Pot. :,,0.00,,,,,Pajak :,,,"7,454,656.77",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"75,224,263.77"



,PO0003202601080004,,,,,,1/15/2026,,,SALE,,PL0011


,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT04217,,,,,"CARTON BOX S/B, SZ 480X283X160MM",,,,,,,"5,000.00",,,"2,500.00",,PCS,,,,,"6,700.00",0.00,,,,"33,500,000.00"



,,,,,,,,,,,,,,"5,000.00",,,,,,,,,,,,,,,"33,500,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"3,685,000.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"37,185,000.00"



,POV2601058,,,,,,1/15/2026,,,SALE,,TR49

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,TRM4476,,,,,BATERAI CR2477N ORIGINAL RENATA BATTERY LITHIUM 3V,,,,,,,5.00,,,5.00,,PCS,,,,,"114,750.00",0.00,,,,"573,750.00"

,2,TRM4477,,,,,RELAY MY4N-GS-R AC220/240 BY OMZ OMRON,,,,,,,10.00,,,10.00,,PCS,,,,,"61,425.00",0.00,,,,"614,250.00"

,3,TRM4478,,,,,WIPRO ADAPTOR FOR IMPACT WRENCH AND RATCHET WRENCHES AW-1214,,,,,,,2.00,,,2.00,,PCS,,,,,"17,010.00",0.00,,,,"34,020.00"



,,,,,,,,,,,,,,17.00,,,,,,,,,,,,,,,"1,222,020.00"

,Pot. :,,0.00,,,,,Pajak :,,,"134,422.20",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"1,356,442.20"



,SPG-PO/024/I-2026,,,,,,1/17/2026,,,SALE,,PL0168

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT03574,,,,,"KARTON BOX SUZUKI 14"" UK 395X395X190 K150/M125X3/K150 CB/F",,,,,,,"1,000.00",,,"1,000.00",,PCS,,,,,"11,700.00",0.00,,,,"11,700,000.00"



,,,,,,,,,,,,,,"1,000.00",,,,,,,,,,,,,,,"11,700,000.00"

,Pot. :,,0.00,,,,,Pajak :,,,"1,287,000.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"12,987,000.00"



,PL2600167,,,,,,1/19/2026,,,SALE,,TR7

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

,1,KRT00360,,,,,LAYER 2 MM 730 X 250 LAY09,,,,,,,200.00,,,200.00,,PCS,,,,,"2,046.00",0.00,,,,"409,200.00"
,2,KRT00051,,,,,BOX 700 X 360 X 250 SNI07,,,,,,,100.00,,,100.00,,PCS,,,,,"16,926.00",0.00,,,,"1,692,600.00"
,3,KRT00047,,,,,BOX 575 X 550 X 340 SNI10,,,,,,,100.00,,,100.00,,PCS,,,,,"27,342.00",0.00,,,,"2,734,200.00"
,4,KRT00042,,,,,BOX 500 X 330 X 240 SNI11,,,,,,,200.00,,,200.00,,PCS,,,,,"13,485.00",0.00,,,,"2,697,000.00"
,5,TRM0390,,,,,POWER GLUE,,,,,,,36.00,,,36.00,,PCS,,,,,"4,800.00",0.00,,,,"172,800.00"
,6,TRM0181,,,,,MAJUN WARNA,,,,,,,150.00,,,150.00,,KG,,,,,"5,800.00",0.00,,,,"870,000.00"


,,,,,,,,,,,,,,786.00,,,,,,,,,,,,,,,"8,575,800.00"

,Pot. :,,0.00,,,,,Pajak :,,,"943,338.00",,,,Biaya :,,,0.00,,,,,Total Akhir :,,,,,"9,519,138.00"



,0261901,,,,,,1/19/2026,,,SALE,,TR48

,No.,Kd. Item,,,,,Nama Item,,,,,,,Jml,,,Terima,,Satuan,,,,,Harga,Pot. %,,,,Total

